42.339009,-72.672092,1471392000
42.338708,-72.663295,1471392000
42.333949,-72.671910,1471392000
42.334243,-72.663541,1471392000
42.336646,-72.667908,1471392000
42.336911,-72.668807,1471395600
42.336754,-72.671856,1471395600
42.334987,-72.671855,1471395600
42.334009,-72.671856,1471395600
42.335787,-72.671856,1471395600
42.336789,-72.671854,1471395600
42.337212,-72.671856,1471395600
42.338232,-72.671854,1471395600
42.334111,-72.671856,1471399200
42.335231,-72.671858,1471399200
42.336283,-72.671856,1471399200
42.337123,-72.671855,1471399200
42.338234,-72.671857,1471399200
42.339000,-72.671856,1471399200
42.334877,-72.671856,1471399200
42.335345,-72.671852,1471399200
42.336433,-72.671856,1471399200
42.337989,-72.671856,1471399200
42.338273,-72.671853,1471459200
42.334988,-72.671856,1471459200
42.335343,-72.665441,1471459200
42.336909,-72.665423,1471459200
42.337129,-72.671856,1471459200
42.334000,-72.633333,1471462800
42.335000,-72.665399,1471462800
42.336000,-72.665000,1471462800
42.337000,-72.671855,1471462800
42.338000,-72.671857,1471462800
42.339000,-72.670000,1471462800
42.334050,-72.665399,1471462800
42.335050,-72.668000,1471462800
42.336050,-72.665000,1471466400
42.337050,-72.670000,1471466400
42.338050,-72.670239,1471466400
42.334100,-72.661211,1471466400
42.335100,-72.667992,1471466400
42.336100,-72.660000,1471470000
42.337100,-72.660000,1471470000
42.338100,-72.660000,1471470000
42.334500,-72.668053,1471470000
42.335500,-72.668000,1471470000
42.335200,-72.667777,1471473600
42.335090,-72.668245,1471473600
42.335040,-72.663455,1471473600
42.335022,-72.667890,1471473600
